tgDataLogger2 started logging at time 04082024_113033, with 33 sensors on 1 senseable objects.
time,0_rod(prism_rod).X,0_rod(prism_rod).Y,0_rod(prism_rod).Z,0_rod(prism_rod).Euler1,0_rod(prism_rod).Euler2,0_rod(prism_rod).Euler3,0_rod(prism_rod).mass,1_rod(prism_rod).X,1_rod(prism_rod).Y,1_rod(prism_rod).Z,1_rod(prism_rod).Euler1,1_rod(prism_rod).Euler2,1_rod(prism_rod).Euler3,1_rod(prism_rod).mass,2_rod(prism_rod).X,2_rod(prism_rod).Y,2_rod(prism_rod).Z,2_rod(prism_rod).Euler1,2_rod(prism_rod).Euler2,2_rod(prism_rod).Euler3,2_rod(prism_rod).mass,3_rod(prism_rod).X,3_rod(prism_rod).Y,3_rod(prism_rod).Z,3_rod(prism_rod).Euler1,3_rod(prism_rod).Euler2,3_rod(prism_rod).Euler3,3_rod(prism_rod).mass,4_rod(prism_rod).X,4_rod(prism_rod).Y,4_rod(prism_rod).Z,4_rod(prism_rod).Euler1,4_rod(prism_rod).Euler2,4_rod(prism_rod).Euler3,4_rod(prism_rod).mass,5_rod(prism_rod).X,5_rod(prism_rod).Y,5_rod(prism_rod).Z,5_rod(prism_rod).Euler1,5_rod(prism_rod).Euler2,5_rod(prism_rod).Euler3,5_rod(prism_rod).mass,6_SCA(springs).RestLen,6_SCA(springs).CurrLen,6_SCA(springs).Tension,7_SCA(springs).RestLen,7_SCA(springs).CurrLen,7_SCA(springs).Tension,8_SCA(springs).RestLen,8_SCA(springs).CurrLen,8_SCA(springs).Tension,9_SCA(springs).RestLen,9_SCA(springs).CurrLen,9_SCA(springs).Tension,10_SCA(springs).RestLen,10_SCA(springs).CurrLen,10_SCA(springs).Tension,11_SCA(springs).RestLen,11_SCA(springs).CurrLen,11_SCA(springs).Tension,12_SCA(springs).RestLen,12_SCA(springs).CurrLen,12_SCA(springs).Tension,13_SCA(springs).RestLen,13_SCA(springs).CurrLen,13_SCA(springs).Tension,14_SCA(springs).RestLen,14_SCA(springs).CurrLen,14_SCA(springs).Tension,15_SCA(springs).RestLen,15_SCA(springs).CurrLen,15_SCA(springs).Tension,16_SCA(springs).RestLen,16_SCA(springs).CurrLen,16_SCA(springs).Tension,17_SCA(springs).RestLen,17_SCA(springs).CurrLen,17_SCA(springs).Tension,18_SCA(springs).RestLen,18_SCA(springs).CurrLen,18_SCA(springs).Tension,19_SCA(springs).RestLen,19_SCA(springs).CurrLen,19_SCA(springs).Tension,20_SCA(springs).RestLen,20_SCA(springs).CurrLen,20_SCA(springs).Tension,21_SCA(springs).RestLen,21_SCA(springs).CurrLen,21_SCA(springs).Tension,22_SCA(springs).RestLen,22_SCA(springs).CurrLen,22_SCA(springs).Tension,23_SCA(springs).RestLen,23_SCA(springs).CurrLen,23_SCA(springs).Tension,24_SCA(springs).RestLen,24_SCA(springs).CurrLen,24_SCA(springs).Tension,25_SCA(springs).RestLen,25_SCA(springs).CurrLen,25_SCA(springs).Tension,26_SCA(springs).RestLen,26_SCA(springs).CurrLen,26_SCA(springs).Tension,27_SCA(springs).RestLen,27_SCA(springs).CurrLen,27_SCA(springs).Tension,28_SCA(springs).RestLen,28_SCA(springs).CurrLen,28_SCA(springs).Tension,29_SCA(springs).RestLen,29_SCA(springs).CurrLen,29_SCA(springs).Tension,30_SCA(activated_cable).RestLen,30_SCA(activated_cable).CurrLen,30_SCA(activated_cable).Tension,31_SCA(activated_cable).RestLen,31_SCA(activated_cable).CurrLen,31_SCA(activated_cable).Tension,32_SCA(activated_cable).RestLen,32_SCA(activated_cable).CurrLen,32_SCA(activated_cable).Tension,
0.2001,-0.072865,3.46045,0.914541,-0.155416,0.102101,0.689183,0.100138,0.57211,4.80248,-0.848475,-0.203885,0.0436408,0.688513,0.100138,-0.831545,4.5065,-0.0957423,-0.361504,-0.0827258,-0.874681,0.100138,1.33946,3.771,0.149434,-0.306066,-0.113364,-0.880458,0.100138,0.043891,3.27658,-0.712505,-1.84102,0.487232,0.119351,0.100138,0.466333,5.00534,0.7483,-1.87903,0.160551,0.107271,0.100138,2.98843,3.00054,48.4467,2.98843,2.9961,30.6651,2.98843,2.99346,20.1159,2.98843,2.99303,18.3963,2.98843,3.0059,69.8679,2.98843,2.99348,20.1908,2.98843,2.99099,10.2262,2.98843,2.99174,13.2499,2.98843,2.99564,28.8555,2.98843,2.99109,10.6298,2.98843,2.98495,0,2.98843,2.99667,32.9574,2.98843,2.99315,18.8589,2.98843,2.99428,23.403,2.98843,2.99605,30.4655,2.98843,2.99203,14.4033,2.98843,2.99196,14.1341,2.98843,2.99187,13.7743,2.98843,2.98988,5.81441,2.98843,2.99281,17.5088,2.98843,2.99149,12.253,2.98843,2.991,10.2663,2.98843,2.99156,12.5018,2.98843,2.99788,37.8118,5.82569,5.47462,0,5.82569,5.462,0,5.82569,5.46865,0,
0.4002,0.544602,3.08921,0.964535,-0.660794,0.120001,0.81892,0.100138,1.49296,4.27431,-0.487543,-0.608076,0.171466,0.818338,0.100138,0.228531,4.3825,0.293283,-0.734953,0.0636266,-0.763483,0.100138,1.79652,2.97854,0.177103,-0.747066,0.0764581,-0.764057,0.100138,0.502356,3.18439,-0.51247,-2.3082,0.297074,-0.0538214,0.100138,1.53514,4.19565,1.0015,-2.32487,0.396815,-0.0616925,0.100138,2.98843,3.00937,83.7654,2.98843,3.00525,67.2759,2.98843,2.99589,29.8263,2.98843,3.00745,76.0755,2.98843,3.0065,72.2666,2.98843,3.00805,78.4905,2.98843,3.00757,76.5574,2.98843,3.00454,64.4403,2.98843,2.978,0,2.98843,3.00762,76.7399,2.98843,3.00571,69.1334,2.98843,3.00814,78.8256,2.98843,3.00563,68.8018,2.98843,3.00669,73.0217,2.98843,3.00791,77.9101,2.98843,3.00817,78.9697,2.98843,3.00579,69.4351,2.98843,3.00122,51.1621,2.98843,3.00438,63.7938,2.98843,3.00798,78.1946,2.98843,3.00663,72.7788,2.98843,3.00544,68.0477,2.98843,3.00743,76.0103,2.98843,3.00661,72.7247,5.82569,5.37995,0,5.82569,5.36483,0,5.82569,5.39312,0,
0.6003,1.05023,2.90331,1.29082,-0.403206,0.389891,0.784881,0.100138,1.68622,4.28816,-0.433392,-0.459095,0.331356,0.74571,0.100138,0.411573,4.23928,0.632832,-0.62256,0.183664,-0.860585,0.100138,2.2692,2.99949,0.242323,-0.623429,0.13775,-0.870822,0.100138,0.747996,2.94756,-0.285621,-2.21235,0.261422,-0.161004,0.100138,1.96136,4.22988,1.18778,-2.23062,0.24291,-0.180856,0.100138,2.98843,2.99695,34.0594,2.98843,2.99761,36.7206,2.98843,3.00151,52.3121,2.98843,3.00039,47.8177,2.98843,2.94598,0,2.98843,3.00312,58.7678,2.98843,3.0007,49.0742,2.98843,3.00752,76.3549,2.98843,3.00184,53.6213,2.98843,2.99952,44.3439,2.98843,3.00616,70.913,2.98843,2.99832,39.55,2.98843,2.99996,46.1051,2.98843,2.88618,0,2.98843,3.00159,52.6299,2.98843,3.00345,60.0715,2.98843,3.00002,46.3767,2.98843,3.00698,74.2062,2.98843,3.00468,64.9809,2.98843,2.99954,44.4214,2.98843,3.00032,47.5568,2.98843,3.00041,47.937,2.98843,3.00283,57.5852,2.98843,2.99637,31.7527,5.82569,5.44644,0,5.82569,5.44548,0,5.82569,5.38233,0,
0.8004,1.02186,2.96561,1.34889,-0.553713,0.222611,0.708566,0.100138,1.74796,4.41418,-0.550518,-0.460399,0.325393,0.732175,0.100138,0.381513,4.4161,0.568327,-0.659866,0.163507,-0.880777,0.100138,2.38284,2.9791,0.230787,-0.488173,0.0158128,-0.868609,0.100138,0.73327,2.98567,-0.389819,-2.25323,0.408626,-0.146663,0.100138,2.03519,4.40311,1.18835,-2.23852,0.281073,-0.143886,0.100138,2.98843,2.99077,9.34321,2.98843,2.99083,9.58421,2.98843,2.99111,10.7179,2.98843,2.98924,3.22654,2.98843,2.99158,12.59,2.98843,2.99149,12.2235,2.98843,2.98952,4.35886,2.98843,2.99123,11.2037,2.98843,2.98362,0,2.98843,2.98934,3.65136,2.98843,2.99084,9.63755,2.98843,2.99133,11.6053,2.98843,2.98927,3.35215,2.98843,2.96517,0,2.98843,2.99129,11.4392,2.98843,2.99095,10.0614,2.98843,2.98951,4.33566,2.98843,2.9903,7.48328,2.98843,2.98999,6.25262,2.98843,2.99025,7.29124,2.98843,2.98986,5.72239,2.98843,2.98934,3.61799,2.98843,2.99091,9.90376,2.98843,2.99026,7.30941,5.82569,5.54601,0,5.82569,5.53364,0,5.82569,5.53125,0,
1.0005,1.06707,2.97828,1.33267,-0.541111,0.249026,0.696987,0.100138,1.71916,4.36258,-0.559534,-0.527263,0.264668,0.688675,0.100138,0.402654,4.3663,0.571885,-0.615024,0.147318,-0.899029,0.100138,2.36762,2.9619,0.206825,-0.604307,0.126904,-0.897915,0.100138,0.7421,2.96306,-0.354056,-2.2066,0.14951,-0.147997,0.100138,2.04064,4.37419,1.14931,-2.22741,0.216357,-0.153488,0.100138,2.98843,2.99259,16.6476,2.98843,2.99218,15.0143,2.98843,2.98948,4.19219,2.98843,2.99197,14.1646,2.98843,2.96333,0,2.98843,2.99377,21.3642,2.98843,2.9919,13.8636,2.98843,2.99357,20.5531,2.98843,2.9611,0,2.98843,2.992,14.2754,2.98843,2.9938,21.4824,2.98843,2.99207,14.5559,2.98843,2.99193,13.999,2.98843,2.98239,0,2.98843,2.99368,20.9874,2.98843,2.99375,21.2811,2.98843,2.99191,13.8991,2.98843,2.99179,13.455,2.98843,2.99254,16.4457,2.98843,2.99272,17.139,2.98843,2.99254,16.442,2.98843,2.99191,13.9316,2.98843,2.99382,21.5457,2.98843,2.99196,14.1126,5.82569,5.49967,0,5.82569,5.50538,0,5.82569,5.51416,0,
1.2006,1.11279,2.97941,1.294,-0.471621,0.359446,0.703135,0.100138,1.67897,4.29583,-0.487835,-0.512535,0.313932,0.686597,0.100138,0.479386,4.2968,0.602527,-0.625859,0.174516,-0.911235,0.100138,2.30549,2.9781,0.204799,-0.638715,0.181704,-0.913748,0.100138,0.764916,2.97884,-0.284243,-2.23357,0.214201,-0.177518,0.100138,2.02427,4.29722,1.09638,-2.24103,0.240169,-0.180069,0.100138,2.98843,2.9923,15.4705,2.98843,2.99425,23.2603,2.98843,2.99289,17.8519,2.98843,2.99438,23.7829,2.98843,2.99016,6.90593,2.98843,2.9956,28.6737,2.98843,2.99426,23.3218,2.98843,2.99531,27.536,2.98843,2.98895,2.07242,2.98843,2.99413,22.8038,2.98843,2.99563,28.7992,2.98843,2.99399,22.2563,2.98843,2.99449,24.2434,2.98843,2.99065,8.89349,2.98843,2.99582,29.5495,2.98843,2.99593,30.017,2.98843,2.99411,22.6978,2.98843,2.9933,19.4915,2.98843,2.99436,23.7155,2.98843,2.99476,25.3084,2.98843,2.99481,25.4998,2.98843,2.99411,22.7222,2.98843,2.99586,29.7253,2.98843,2.99441,23.9074,5.82569,5.45229,0,5.82569,5.45248,0,5.82569,5.45454,0,
1.4007,1.12424,2.979,1.28289,-0.494227,0.341943,0.692443,0.100138,1.67064,4.27964,-0.483828,-0.510145,0.324363,0.68301,0.100138,0.491302,4.28032,0.60384,-0.615373,0.172882,-0.914121,0.100138,2.29385,2.9769,0.196984,-0.671714,0.210934,-0.924935,0.100138,0.769022,2.97736,-0.272836,-2.22533,0.16374,-0.181524,0.100138,2.02359,4.28149,1.08184,-2.24308,0.238416,-0.186411,0.100138,2.98843,2.99451,24.3064,2.98843,2.99472,25.15,2.98843,2.99386,21.7076,2.98843,2.99606,30.516,2.98843,2.98987,5.73719,2.98843,2.99665,32.8821,2.98843,2.99628,31.3901,2.98843,2.99626,31.3234,2.98843,2.98935,3.68208,2.98843,2.99591,29.9292,2.98843,2.99713,34.7818,2.98843,2.99467,24.9467,2.98843,2.99629,31.439,2.98843,2.9911,10.6873,2.98843,2.99683,33.605,2.98843,2.99721,35.1045,2.98843,2.9959,29.8934,2.98843,2.9942,23.0909,2.98843,2.9959,29.8623,2.98843,2.99625,31.2907,2.98843,2.99632,31.5505,2.98843,2.99576,29.313,2.98843,2.99722,35.1449,2.98843,2.99538,27.7921,5.82569,5.4413,0,5.82569,5.44178,0,5.82569,5.44387,0,
1.6008,1.1078,2.97953,1.29508,-0.514204,0.306849,0.691034,0.100138,1.6861,4.30133,-0.489023,-0.506715,0.315562,0.691265,0.100138,0.477943,4.30162,0.599029,-0.622388,0.168604,-0.907473,0.100138,2.31193,2.97914,0.208258,-0.615398,0.160792,-0.906633,0.100138,0.768497,2.9793,-0.290834,-2.23687,0.237388,-0.17514,0.100138,2.0244,4.30163,1.1013,-2.24121,0.249544,-0.176779,0.100138,2.98843,2.99394,22.0337,2.98843,2.99398,22.2133,2.98843,2.99342,19.9448,2.98843,2.99388,21.7986,2.98843,2.98972,5.14534,2.98843,2.99509,26.6256,2.98843,2.99385,21.6752,2.98843,2.99499,26.2439,2.98843,2.9894,3.88124,2.98843,2.99369,21.0449,2.98843,2.99529,27.4312,2.98843,2.99348,20.1943,2.98843,2.99387,21.7495,2.98843,2.98965,4.8963,2.98843,2.99508,26.6056,2.98843,2.99533,27.5845,2.98843,2.99369,21.0188,2.98843,2.99328,19.3955,2.98843,2.99415,22.8815,2.98843,2.99425,23.2894,2.98843,2.99422,23.1377,2.98843,2.99368,20.9771,2.98843,2.99535,27.697,2.98843,2.99346,20.1238,5.82569,5.45681,0,5.82569,5.45656,0,5.82569,5.45716,0,
1.8009,1.09539,2.98009,1.30505,-0.527566,0.282144,0.691036,0.100138,1.69742,4.31974,-0.497068,-0.503926,0.309247,0.696525,0.100138,0.464632,4.31974,0.594102,-0.622975,0.162459,-0.902377,0.100138,2.32626,2.97992,0.214577,-0.599982,0.142637,-0.899167,0.100138,0.766371,2.9798,-0.305798,-2.23861,0.260273,-0.169077,0.100138,2.02593,4.31981,1.11624,-2.23874,0.252876,-0.169437,0.100138,2.98843,2.99287,17.749,2.98843,2.99278,17.4098,2.98843,2.9925,16.2851,2.98843,2.99239,15.8282,2.98843,2.98903,2.4089,2.98843,2.9939,21.888,2.98843,2.99238,15.7994,2.98843,2.9939,21.8647,2.98843,2.98901,2.30902,2.98843,2.99227,15.367,2.98843,2.994,22.2792,2.98843,2.99239,15.8222,2.98843,2.99238,15.8151,2.98843,2.98903,2.38593,2.98843,2.9939,21.8946,2.98843,2.99401,22.3075,2.98843,2.99227,15.3544,2.98843,2.99237,15.7631,2.98843,2.99287,17.7375,2.98843,2.99288,17.7783,2.98843,2.99287,17.7698,2.98843,2.99227,15.3552,2.98843,2.99401,22.3078,2.98843,2.99239,15.8295,5.82569,5.46947,0,5.82569,5.46946,0,5.82569,5.46965,0,
2.001,1.09182,2.98022,1.30792,-0.532944,0.273223,0.690743,0.100138,1.70085,4.3249,-0.499359,-0.503245,0.30728,0.697955,0.100138,0.460808,4.3249,0.592608,-0.62305,0.160574,-0.900895,0.100138,2.33031,2.98003,0.216503,-0.597768,0.138985,-0.897388,0.100138,0.765887,2.9799,-0.309996,-2.23911,0.267432,-0.167266,0.100138,2.02641,4.32496,1.12066,-2.23812,0.254112,-0.16729,0.100138,2.98843,2.99261,16.7248,2.98843,2.99239,15.8488,2.98843,2.99223,15.1797,2.98843,2.99203,14.3997,2.98843,2.98883,1.59541,2.98843,2.99359,20.644,2.98843,2.99203,14.382,2.98843,2.99359,20.6453,2.98843,2.98883,1.57939,2.98843,2.99193,14.0066,2.98843,2.99367,20.9616,2.98843,2.9921,14.666,2.98843,2.99203,14.3891,2.98843,2.98883,1.59677,2.98843,2.99359,20.6555,2.98843,2.99368,20.983,2.98843,2.99193,13.9979,2.98843,2.9921,14.6593,2.98843,2.99254,16.4403,2.98843,2.99254,16.4552,2.98843,2.99255,16.4595,2.98843,2.99193,13.9989,2.98843,2.99367,20.9762,2.98843,2.9921,14.6847,5.82569,5.47316,0,5.82559,5.47313,0,5.82569,5.47328,0,
